,DBN,School Name,School Type,Enrollment,Rigorous Instruction Rating,Collaborative Teachers Rating,Supportive Environment Rating,Effective School Leadership Rating,Strong Family-Community Ties Rating,Trust Rating,Student Achievement Rating,Rigorous Instruction - Percent Positive,Collaborative Teachers - Percent Positive,Supportive Environment - Percent Positive,Effective School Leadership - Percent Positive,Strong Family-Community Ties - Percent Positive,Trust - Percent Positive,Quality Review - How interesting and challenging is the curriculum?,Quality Review - How effective is the teaching and learning?,Quality Review - How well does the school assess what students are learning?,Quality Review - How clearly are high expectations communicated to students and staff?,Quality Review - How well do teachers work with each other?,Quality Review - How safe and inclusive is the school while supporting social-emotional growth?,Quality Review - How well does the school allocate and manage resources?,"Quality Review - How well does the school identify, track, and meet its goals?",Quality Review - How thoughtful is the school’s approach to teacher development and evaluation?,Quality Review - How well are school decisions evaluated and adjusted?,Quality Review - Dates of Review,Average Grade 8 English Proficiency,Average Grade 8 Math Proficiency,Percent English Language Learners,Percent Students with Disabilities,Percent Self-Contained,Economic Need Index,Percent Overage/ Undercredited,Percent in Temp Housing,Percent HRA Eligible,Percent Asian,Percent Black,Percent Hispanic,Percent White,Years of principal experience at this school,Percent of teachers with 3 or more years of experience,Student Attendance Rate,Percent of Students Chronically Absent,Teacher Attendance Rate,dbn,total_students,graduation_rate,attendance_rate,pct_stu_enough_variety,college_career_rate,pct_stu_safe,girls,boys,pbat,international,specialized,transfer,ptech,earlycollege,school_accessibility_description,zip,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL
325,24Q485,Grover Cleveland High School,High School,1798,Approaching Target,Approaching Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.74,0.74,0.66,0.74,0.78,0.81,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,March 2017,2.66,2.39,0.191,0.16899999999999998,0.053,0.615,0.08,0.08800000000000001,0.39299999999999996,0.09300000000000001,0.061,0.644,0.185,5.8,0.8859999999999999,0.8290000000000001,0.441,0.9520000000000001,24Q485,1775,0.63,0.83,0.78,0.43,0.79,,,,,,,,,2.0,11385,40.711033,-73.908814,5,30,595,4080227.0,4033630001.0
326,24Q520,Middle College High School at LaGuardia Community,High School,507,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Approaching Target,Exceeding Target,Meeting Target,0.87,0.87,0.8,0.91,0.79,0.95,Proficient,Proficient,Proficient,Proficient,Proficient,,,,,,"December 16, 2015",2.83,2.68,0.01,0.15,0.0,0.562,0.027999999999999997,0.026000000000000002,0.428,0.083,0.036000000000000004,0.789,0.079,9.8,0.9620000000000001,0.922,0.225,0.961,24Q520,510,0.73,0.92,0.78,0.77,0.93,,,1.0,,,,,1.0,1.0,11101,40.744412,-73.93364,2,26,179,4003442.0,4002490001.0
327,24Q530,International High School at LaGuardia Community C,High School,530,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.93,0.92,0.94,0.93,0.97,0.97,Proficient,Well Developed,Proficient,Well Developed,Well Developed,,,,,,2015-01-15T00:00:00.000,2.11,2.35,0.621,0.03,0.0,0.755,0.113,0.185,0.317,0.29100000000000004,0.025,0.557,0.121,2.9,0.742,0.9159999999999999,0.259,0.976,24Q530,527,0.83,0.92,0.98,0.8,0.98,,,1.0,1.0,,,,1.0,1.0,11101,40.744412,-73.93364,2,26,179,4003442.0,4002490001.0
328,24Q550,High School for Arts and Business,High School,804,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.88,0.96,0.83,0.96,0.88,0.94,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 25, 2015",2.92,2.67,0.066,0.165,0.0,0.614,0.03,0.065,0.465,0.08199999999999999,0.091,0.759,0.057999999999999996,9.9,0.878,0.9159999999999999,0.23399999999999999,0.9590000000000001,24Q550,812,0.9,0.92,0.79,0.68,0.95,,,,,,,,,,11368,40.737427000000004,-73.853178,4,21,43701,4048306.0,4019630005.0
329,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",High School,496,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.9,0.83,0.84,0.87,0.81,0.87,Proficient,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,Proficient,Proficient,November 2016,2.95,2.84,0.052000000000000005,0.155,0.0,0.515,0.016,0.022000000000000002,0.389,0.19,0.048,0.635,0.113,0.8,0.75,0.922,0.231,0.955,24Q560,665,0.93,0.92,0.86,0.82,0.93,,,,,,,,,2.0,11101,40.742839000000004,-73.936782,2,26,199,4003540.0,4002820001.0
330,24Q585,Maspeth High School,High School,1046,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.87,0.93,0.82,0.91,0.81,0.89,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"December 8, 2015",3.35,3.24,0.011000000000000001,0.15,0.002,0.381,0.016,0.018000000000000002,0.245,0.179,0.013999999999999999,0.42,0.344,6.0,0.516,0.9229999999999999,0.217,0.977,24Q585,1196,0.98,0.92,0.92,0.84,0.94,,,,,,,,,1.0,11373,40.729939,-73.88748199999999,5,30,49302,4062864.0,4028030001.0
331,24Q600,Queens Vocational and Technical High School,High School,1544,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,0.8,0.87,0.71,0.9,0.84,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 30, 2015",2.88,2.76,0.055999999999999994,0.155,0.047,0.569,0.036000000000000004,0.045,0.415,0.102,0.046,0.7829999999999999,0.065,6.8,0.8220000000000001,0.9,0.237,0.958,24Q600,1546,0.84,0.9,0.89,0.62,0.82,,,,,,,,,2.0,11101,40.742205,-73.928219,2,26,189,4003259.0,4002280020.0
332,24Q610,Aviation Career & Technical Education High School,High School,2114,Meeting Target,Exceeding Target,Exceeding Target,Meeting Target,Approaching Target,Meeting Target,Exceeding Target,0.81,0.82,0.79,0.85,0.81,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"May 6, 2015",3.24,3.35,0.026000000000000002,0.128,0.036000000000000004,0.525,0.01,0.048,0.353,0.341,0.051,0.45899999999999996,0.10400000000000001,0.8,0.884,0.968,0.065,0.96,24Q610,2084,0.97,0.97,0.86,0.68,0.91,,,,,,,,,2.0,11101,40.743509,-73.929076,2,26,179,4436685.0,4002260001.0
333,25Q240,Veritas Academy,High School,547,Exceeding Target,Meeting Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,0.84,0.95,0.74,0.96,0.84,0.93,Well Developed,Proficient,Well Developed,Well Developed,Proficient,,,,,,2014-12-19T00:00:00.000,2.84,2.63,0.079,0.174,0.071,0.536,0.059000000000000004,0.053,0.34700000000000003,0.192,0.132,0.512,0.122,4.0,0.474,0.894,0.316,0.973,25Q240,558,0.82,0.89,0.65,,0.8,,,,,,,,,,11354,40.765166,-73.82789,7,20,1161,4113172.0,4050020001.0
334,25Q241,Queens High School for Language Studies,High School,399,Approaching Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.77,0.92,0.86,0.93,0.84,0.96,Proficient,Developing,Developing,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,December 2016,2.89,2.86,0.298,0.057999999999999996,0.003,0.662,0.10800000000000001,0.068,0.29100000000000004,0.607,0.098,0.251,0.023,4.0,0.5,0.9470000000000001,0.14300000000000002,0.98,25Q241,427,0.95,0.95,0.84,,0.94,,,,,,,,,,11354,40.765166,-73.82789,7,20,1161,4113172.0,4050020001.0
335,25Q252,"Queens School of Inquiry, The",High School,325,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.74,0.74,0.79,0.82,0.85,Proficient,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"January 6, 2016",3.32,3.05,0.022000000000000002,0.142,0.003,0.41700000000000004,0.003,0.018000000000000002,0.265,0.36,0.16,0.24,0.203,6.9,0.787,0.932,0.191,0.966,25Q252,576,0.95,0.93,0.69,0.97,0.82,,,,,,,,1.0,2.0,11366,40.724458,-73.810216,8,24,1257,4147847.0,4068260001.0
336,25Q263,Flushing International High School,High School,454,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,0.88,0.98,0.85,0.98,0.85,0.97,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,2015-04-27T00:00:00.000,1.92,2.44,0.852,0.02,0.0,0.866,0.297,0.139,0.159,0.526,0.011000000000000001,0.423,0.031,5.8,0.897,0.909,0.26,0.976,25Q263,442,0.65,0.91,0.86,0.65,0.87,,,1.0,1.0,,,,,,11355,40.759844,-73.820548,7,20,863,4114763.0,4050510027.0
337,25Q281,East-West School of International Studies,High School,349,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.85,0.87,0.76,0.84,0.89,0.9,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"March 4, 2015",3.04,3.14,0.069,0.132,0.009000000000000001,0.52,0.023,0.026000000000000002,0.33,0.5760000000000001,0.138,0.209,0.057,0.3,0.614,0.907,0.298,0.971,25Q281,649,0.93,0.91,0.78,0.87,0.9,,,,,,,,,2.0,11355,40.749545,-73.822073,7,20,845,4116436.0,4051470001.0
338,25Q285,World Journalism Preparatory: A College Board Scho,High School,331,Exceeding Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.76,0.85,0.61,0.88,0.87,0.88,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,,,,,,2014-11-12T00:00:00.000,3.23,2.78,0.003,0.221,0.003,0.312,0.009000000000000001,0.03,0.20800000000000002,0.133,0.066,0.275,0.514,0.6,0.757,0.925,0.244,0.976,25Q285,567,0.97,0.93,0.39,0.85,0.77,,,,,,,,,2.0,11358,40.765133,-73.790083,11,19,1139,4119139.0,4052610001.0
339,25Q425,John Bowne High School,High School,3571,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.82,0.88,0.69,0.88,0.75,0.87,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Proficient,Well Developed,Proficient,February 2017,2.75,2.58,0.17600000000000002,0.142,0.047,0.589,0.078,0.061,0.35700000000000004,0.294,0.182,0.452,0.05,10.8,0.848,0.858,0.36700000000000005,0.956,25Q425,3601,0.73,0.86,0.83,0.55,0.78,,,,,,,,,2.0,11367,40.738139000000004,-73.82494399999999,8,24,809,4439900.0,4065070001.0
340,25Q460,Flushing High School,High School,1759,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,0.72,0.78,0.6,0.76,0.7,0.78,Developing,Developing,Proficient,Proficient,Proficient,Developing,Proficient,Proficient,Proficient,Developing,May 2017,2.66,2.38,0.226,0.14300000000000002,0.042,0.618,0.114,0.08800000000000001,0.35,0.16699999999999998,0.209,0.5710000000000001,0.033,2.0,0.841,0.848,0.41100000000000003,0.9640000000000001,25Q460,1692,0.6,0.85,0.75,0.42,0.76,,,,,,,,,,11354,40.765166,-73.82789,7,20,1161,4113172.0,4050020001.0
341,25Q525,Townsend Harris High School,High School,1110,Exceeding Target,Meeting Target,Exceeding Target,Not Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.88,0.71,0.86,0.44,0.8,0.65,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"January 14, 2015",4.16,4.28,0.0,0.026000000000000002,0.001,0.259,0.001,0.006,0.126,0.583,0.054000000000000006,0.11599999999999999,0.214,0.2,0.893,0.973,0.04,0.961,25Q525,1141,0.99,0.97,0.93,1.0,0.96,,,,,,,,,1.0,11367,40.734390000000005,-73.821392,8,24,809,4538714.0,4065070200.0
342,25Q670,Robert F. Kennedy Community High School,High School,730,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Approaching Target,Meeting Target,Meeting Target,0.79,0.84,0.71,0.91,0.8,0.91,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,"January 12, 2016",2.77,2.62,0.11,0.16399999999999998,0.003,0.5589999999999999,0.04,0.03,0.39,0.336,0.115,0.37799999999999995,0.141,0.8,0.976,0.9009999999999999,0.292,0.9640000000000001,25Q670,756,0.81,0.9,0.74,0.67,0.82,,,,,,,,,,11366,40.725603,-73.81069699999999,8,24,77908,4147452.0,4068090056.0
343,26Q315,Business Technology Early College High School,High School,322,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,,0.85,0.91,0.71,0.91,0.85,0.9,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,"April 21, 2015",2.93,2.55,0.05,0.177,0.003,0.452,0.031,0.059000000000000004,0.276,0.295,0.35700000000000004,0.20800000000000002,0.068,0.3,0.72,0.895,0.348,0.9690000000000001,26Q315,422,,0.9,0.64,,0.75,,,,,,,1.0,1.0,1.0,11427,40.733066,-73.73875600000001,13,23,1301,4166101.0,4079300002.0
344,26Q415,Benjamin N. Cardozo High School,High School,3744,Meeting Target,Meeting Target,,Approaching Target,,,Approaching Target,0.79,0.81,0.72,0.81,0.75,0.87,Proficient,Proficient,Proficient,Well Developed,Proficient,,,,,,"May 12, 2016",3.17,3.1,0.05,0.126,0.040999999999999995,0.359,0.035,0.033,0.209,0.435,0.20800000000000002,0.198,0.14400000000000002,0.8,0.912,0.924,0.201,0.9620000000000001,26Q415,3699,0.91,0.92,0.9,0.77,0.81,,,,,,,,,2.0,11364,40.752333,-73.75599,11,23,138501,4161735.0,4075290001.0
345,26Q430,Francis Lewis High School,High School,4463,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.88,0.9,0.83,0.92,0.78,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,October 2016,3.26,3.3,0.105,0.133,0.045,0.43,0.037000000000000005,0.038,0.225,0.565,0.06,0.21100000000000002,0.156,3.8,0.8,0.9229999999999999,0.183,0.9620000000000001,26Q430,4557,0.89,0.92,0.94,0.75,0.89,,,,,,,,,2.0,11365,40.740724,-73.79283000000001,11,20,1417,4148763.0,4068820001.0
346,26Q435,Martin Van Buren High School,High School,1234,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Approaching Target,0.77,0.78,0.66,0.79,0.77,0.82,Proficient,Developing,Proficient,Proficient,Proficient,Well Developed,Proficient,Proficient,Proficient,Proficient,May 2017,2.68,2.32,0.115,0.10300000000000001,0.026000000000000002,0.48700000000000004,0.08800000000000001,0.066,0.253,0.29600000000000004,0.467,0.141,0.045,5.0,0.9209999999999999,0.868,0.38,0.958,26Q435,1174,0.67,0.87,0.76,0.43,0.69,,,,,,,,,1.0,11427,40.733066,-73.73875600000001,13,23,1301,4166101.0,4079300002.0
347,26Q495,Bayside High School,High School,3181,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Approaching Target,Exceeding Target,0.8,0.85,0.69,0.83,0.77,0.84,Well Developed,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,March 2017,3.14,3.09,0.057999999999999996,0.17,0.042,0.366,0.022000000000000002,0.040999999999999995,0.20600000000000002,0.426,0.132,0.262,0.175,8.9,0.895,0.9329999999999999,0.19699999999999998,0.9690000000000001,26Q495,3024,0.97,0.93,0.88,0.84,0.79,,,,,,,,,,11361,40.771755,-73.78029599999999,11,19,1097,4134578.0,4060440001.0
348,26Q566,"Queens High School of Teaching, Liberal Arts and t",High School,1119,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,0.69,0.71,0.68,0.82,0.88,0.86,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"April 12, 2016",2.87,2.58,0.019,0.20199999999999999,0.002,0.284,0.021,0.024,0.175,0.21600000000000003,0.534,0.15,0.078,0.6,0.898,0.91,0.27699999999999997,0.9690000000000001,26Q566,1073,0.91,0.91,0.65,0.79,0.8,,,,,,,,,1.0,11426,40.746088,-73.727535,13,23,1567,4529899.0,4078700072.0
349,27Q260,Frederick Douglass Academy VI High School,High School,344,Approaching Target,Meeting Target,Meeting Target,Meeting Target,Not Meeting Target,Not Meeting Target,Approaching Target,0.58,0.72,0.61,0.73,0.76,0.76,Proficient,Proficient,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2017,2.4,1.97,0.166,0.215,0.052000000000000005,0.748,0.262,0.163,0.445,0.017,0.547,0.413,0.009000000000000001,2.9,0.826,0.8270000000000001,0.518,0.965,27Q260,349,0.47,0.83,0.52,0.34,0.69,,,,,,,,,,11691,40.60201,-73.762795,14,31,100802,4300730.0,4157360001.0
350,27Q262,Channel View School for Research,High School,491,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.85,0.96,0.75,0.95,0.86,0.93,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,,,,,,"May 15, 2015",2.96,2.52,0.024,0.136,0.0,0.511,0.028999999999999998,0.031,0.369,0.073,0.46799999999999997,0.316,0.132,2.7,0.81,0.888,0.38299999999999995,0.963,27Q262,888,0.93,0.89,0.8,0.73,0.87,,,,,,,,,2.0,11694,40.586065999999995,-73.822624,14,32,94201,4303773.0,4161670099.0
351,27Q302,"Queens High School for Information, Research, and",High School,450,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,0.85,0.93,0.81,0.95,0.89,0.95,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,March 2017,2.52,2.2,0.28,0.151,0.004,0.72,0.151,0.08900000000000001,0.40700000000000003,0.064,0.402,0.5,0.02,2.9,0.8079999999999999,0.8440000000000001,0.485,0.96,27Q302,443,0.81,0.84,0.89,0.31,0.9,,,,,,,,,,11691,40.60201,-73.762795,14,31,100802,4300730.0,4157360001.0
352,27Q308,Robert H. Goddard High School of Communication Art,High School,612,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,0.84,0.88,0.79,0.93,0.83,0.91,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,"November 12, 2015",2.95,2.63,0.034,0.18,0.021,0.45799999999999996,0.025,0.038,0.31,0.27,0.092,0.395,0.191,6.8,0.889,0.924,0.22,0.963,27Q308,621,0.93,0.92,0.89,0.65,0.94,,,,,,,,,2.0,11417,40.671240000000004,-73.845141,10,32,58,4245993.0,4114030001.0
353,27Q309,Academy of Medical Technology: A College Board Sch,High School,417,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,Approaching Target,0.74,0.74,0.69,0.78,0.88,0.88,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-04-01T00:00:00.000,2.63,2.19,0.10300000000000001,0.182,0.002,0.631,0.07400000000000001,0.046,0.444,0.08199999999999999,0.441,0.415,0.036000000000000004,1.6,0.816,0.855,0.479,0.953,27Q309,639,0.73,0.86,0.8,0.32,0.81,,,,,,,,,,11691,40.60201,-73.762795,14,31,100802,4300730.0,4157360001.0
354,27Q314,Epic High School - South,High School,263,Approaching Target,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Meeting Target,,0.73,0.74,0.65,0.78,0.79,0.85,Developing,Developing,Developing,Developing,Developing,,,,,,"February 25, 2015",2.64,2.24,0.076,0.175,0.068,0.524,0.10300000000000001,0.076,0.35700000000000004,0.255,0.361,0.285,0.027000000000000003,1.1,0.667,0.841,0.545,0.948,27Q314,329,,0.84,0.44,,0.88,,,,,,,,,2.0,11420,40.675771000000005,-73.81693800000001,10,28,840,4253607.0,4117140100.0
355,27Q323,Scholars' Academy,High School,626,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,Exceeding Target,0.9,0.92,0.85,0.94,0.92,0.92,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,,,,,,2015-01-07T00:00:00.000,3.86,3.91,0.0,0.08800000000000001,0.069,0.306,0.005,0.016,0.187,0.19,0.21600000000000003,0.21600000000000003,0.37200000000000005,12.0,0.625,0.9490000000000001,0.113,0.968,27Q323,1376,1.0,0.95,0.88,0.98,0.95,,,,,,,,,2.0,11694,40.584109000000005,-73.825711,14,32,938,4303722.0,4161590012.0
356,27Q324,Rockaway Park High School for Environmental Sustai,High School,328,Meeting Target,Approaching Target,Meeting Target,Not Meeting Target,Approaching Target,Not Meeting Target,Approaching Target,0.68,0.66,0.63,0.71,0.75,0.78,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,2015-04-29T00:00:00.000,2.51,2.12,0.085,0.25,0.009000000000000001,0.653,0.152,0.08800000000000001,0.503,0.043,0.442,0.32899999999999996,0.122,6.4,0.8640000000000001,0.807,0.5589999999999999,0.968,27Q324,303,0.72,0.81,0.59,0.3,0.75,,,,,,,,,2.0,11694,40.586065999999995,-73.822624,14,32,94201,4303773.0,4161670099.0
357,27Q334,Epic High School - North,High School,285,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,,0.81,0.95,0.78,0.99,0.89,0.96,Proficient,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-05-06T00:00:00.000,2.74,2.37,0.042,0.14,0.025,0.545,0.06,0.035,0.365,0.225,0.18600000000000003,0.39299999999999996,0.067,3.0,0.313,0.889,0.366,0.9840000000000001,27Q334,390,,0.89,0.83,,0.93,,,,,,,,,,11419,40.693006,-73.82940699999999,9,28,120,4441342.0,4094350016.0
358,27Q351,Rockaway Collegiate High School,High School,370,Approaching Target,Not Meeting Target,Approaching Target,Approaching Target,Approaching Target,Not Meeting Target,Not Meeting Target,0.69,0.62,0.64,0.71,0.78,0.73,Proficient,Developing,Developing,Proficient,Developing,,,,,,"May 23, 2016",2.49,2.17,0.076,0.18899999999999997,0.022000000000000002,0.677,0.11599999999999999,0.09699999999999999,0.516,0.051,0.5,0.354,0.051,3.0,0.625,0.816,0.57,0.9490000000000001,27Q351,329,0.66,0.82,0.56,0.39,0.76,,,,,,,,,2.0,11694,40.586065999999995,-73.822624,14,32,94201,4303773.0,4161670099.0
359,27Q400,August Martin High School,High School,382,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Approaching Target,0.77,0.9,0.72,0.91,0.95,0.91,Proficient,Proficient,Proficient,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Proficient,Proficient,May 2017,2.43,2.03,0.063,0.19399999999999998,0.003,0.589,0.162,0.131,0.401,0.094,0.6859999999999999,0.152,0.01,2.0,0.75,0.82,0.5,0.987,27Q400,334,0.63,0.82,0.6,0.24,0.83,,,,,,,,,1.0,11434,40.675633000000005,-73.783342,12,28,294,4265978.0,4122610001.0
360,27Q475,Richmond Hill High School,High School,1813,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Approaching Target,0.74,0.8,0.69,0.83,0.8,0.87,Well Developed,Proficient,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Proficient,Well Developed,Proficient,May 2017,2.6,2.28,0.252,0.149,0.045,0.634,0.091,0.073,0.355,0.327,0.109,0.484,0.046,3.8,0.77,0.866,0.373,0.961,27Q475,1681,0.69,0.87,0.86,0.42,0.8,,,,,,,,,,11418,40.695888000000004,-73.833681,9,28,124,4195688.0,4093210001.0
361,27Q480,John Adams High School,High School,2215,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Approaching Target,Meeting Target,Meeting Target,0.76,0.81,0.67,0.82,0.78,0.85,Well Developed,Proficient,Proficient,Proficient,Well Developed,Well Developed,Proficient,Proficient,Well Developed,Well Developed,May 2017,2.57,2.27,0.196,0.161,0.051,0.618,0.11199999999999999,0.141,0.332,0.342,0.223,0.35200000000000004,0.033,5.0,0.602,0.857,0.387,0.9640000000000001,27Q480,2281,0.71,0.86,0.83,0.45,0.75,,,,,,,,,2.0,11417,40.679639,-73.837298,10,32,864,4202849.0,4095400002.0
362,27Q650,"High School for Construction Trades, Engineering a",High School,1015,Exceeding Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.83,0.85,0.75,0.86,0.83,0.85,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,,,,,,"March 13, 2015",3.21,3.14,0.015,0.14,0.004,0.43,0.006,0.017,0.27699999999999997,0.314,0.098,0.341,0.132,7.3,0.873,0.937,0.168,0.9640000000000001,27Q650,1027,0.98,0.94,0.76,0.82,0.88,,,,,,,,,1.0,11416,40.689591,-73.840717,9,28,114,4438609.0,4093810044.0
363,28Q167,Metropolitan Expeditionary Learning School,High School,445,Meeting Target,Exceeding Target,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.83,0.9,0.77,0.93,0.9,0.93,Well Developed,Proficient,Proficient,Well Developed,Well Developed,,,,,,2015-02-11T00:00:00.000,3.05,2.66,0.009000000000000001,0.204,0.061,0.376,0.0,0.036000000000000004,0.252,0.151,0.17800000000000002,0.41600000000000004,0.213,7.0,0.691,0.9309999999999999,0.18899999999999997,0.981,28Q167,841,0.97,0.93,0.83,0.9,0.9,,,,,,,,,1.0,11375,40.711366999999996,-73.856698,6,29,645,4447233.0,4038860800.0
364,28Q284,York Early College Academy,High School,349,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Meeting Target,Meeting Target,Exceeding Target,0.86,0.8,0.77,0.81,0.88,0.83,Well Developed,Proficient,Proficient,Well Developed,Proficient,,,,,,"January 21, 2015",3.35,3.23,0.006,0.08,0.0,0.37,0.006,0.023,0.226,0.341,0.501,0.1,0.017,1.5,0.938,0.9520000000000001,0.114,0.956,28Q284,646,0.99,0.95,0.76,0.94,0.93,,,,,,,,1.0,2.0,11433,40.69719,-73.787192,12,27,258,4216655.0,4101780001.0
365,28Q310,Queens Collegiate: A College Board School,High School,421,Meeting Target,Approaching Target,Meeting Target,Approaching Target,Approaching Target,Meeting Target,Meeting Target,0.74,0.72,0.69,0.71,0.83,0.83,Proficient,Proficient,Proficient,Well Developed,Developing,,,,,,"April 19, 2016",2.77,2.41,0.09699999999999999,0.147,0.021,0.547,0.052000000000000005,0.064,0.325,0.295,0.494,0.135,0.031,9.0,0.7709999999999999,0.893,0.35100000000000003,0.953,28Q310,671,0.88,0.89,0.65,0.63,0.79,,,,,,,,,,11432,40.713218,-73.797237,8,24,452,4448806.0,4098580100.0
366,28Q325,Hillside Arts & Letters Academy,High School,495,Exceeding Target,Exceeding Target,Meeting Target,Exceeding Target,Meeting Target,Exceeding Target,Exceeding Target,0.88,0.96,0.81,0.98,0.85,0.95,Well Developed,Well Developed,Proficient,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,Well Developed,March 2017,2.71,2.29,0.12300000000000001,0.147,0.016,0.556,0.083,0.065,0.38,0.24600000000000002,0.406,0.255,0.02,2.0,0.828,0.852,0.381,0.971,28Q325,467,0.84,0.85,0.92,0.53,0.92,,,,,,,,,,11432,40.713218,-73.797237,8,24,452,4448806.0,4098580100.0
